data,Casos_DataSintoma_MM_atual_PA
2021-08-26,288.3709365604999
2021-08-27,297.4294864742811
2021-08-28,305.8472312870449
2021-08-29,308.021083042619
2021-08-30,303.55720025331567
2021-08-31,296.48414541133883
2021-09-01,291.8309825373591
2021-09-02,284.0367411428073
2021-09-03,271.0075214500469
2021-09-04,265.47226762996036
2021-09-05,264.728741967934
2021-09-06,250.66194901225126
2021-09-07,240.64597286183277
2021-09-08,235.90273378967814
2021-09-09,233.10999342023416
2021-09-10,234.5671217660251
2021-09-11,239.1529594647614
2021-09-12,245.51507399356623
2021-09-13,236.0116933034155
2021-09-14,227.2416489653272
2021-09-15,219.10148066914053
2021-09-16,216.72868230965898
2021-09-17,221.18145259672198
2021-09-18,227.42910339922506
2021-09-19,239.1646278621865
2021-09-20,234.2898106631374
2021-09-21,239.61882444224858
2021-09-22,241.63365600130453
2021-09-23,243.7439182657713
2021-09-24,240.1359583957883
2021-09-25,245.10227421043618
2021-09-26,252.15561051738155
2021-09-27,244.39867939178816
2021-09-28,245.43462118581724
2021-09-29,243.95108870652427
2021-09-30,242.14521327772624
2021-10-01,243.9454416751361
2021-10-02,248.02452661076578
2021-10-03,254.80387827298856
2021-10-04,239.40772140548307
2021-10-05,230.99818613793337
2021-10-06,230.39246483439075
2021-10-07,230.85039619388135
2021-10-08,240.76408009781767
2021-10-09,250.7846832364163
2021-10-10,264.7039446329804
2021-10-11,257.28407485122403
2021-10-12,258.8344302469752
2021-10-13,263.35370222064734
2021-10-14,264.5321633458915
2021-10-15,262.8937493869702
2021-10-16,264.67938525895073
2021-10-17,274.1653948794852
2021-10-18,261.1672089421901
2021-10-19,254.57095888162598
2021-10-20,252.60173040444295
2021-10-21,253.31499580088573
2021-10-22,263.3395177741901
2021-10-23,274.6946017250624
2021-10-24,285.766813164847
2021-10-25,278.35810130944583
2021-10-26,287.4728460888289
2021-10-27,297.8474186963446
2021-10-28,306.94972914136684
2021-10-29,308.80347738664125
2021-10-30,315.182626255261
2021-10-31,321.6206534762449
2021-11-01,311.3946860008442
2021-11-02,310.20367664112234
2021-11-03,303.732033281655
2021-11-04,303.91937116755565
2021-11-05,303.739492961153
2021-11-06,315.5586590621093
2021-11-07,324.08743081021737
2021-11-08,315.154633300044
2021-11-09,315.3446919134725
2021-11-10,320.90841110873424
2021-11-11,332.5508216833258
2021-11-12,352.49476169941994
2021-11-13,368.88735720220706
2021-11-14,387.12751159249154
2021-11-15,372.45685607137506
2021-11-16,374.27873340892097
2021-11-17,384.87808729837826
2021-11-18,390.364128996931
2021-11-19,400.68377535957046
2021-11-20,417.8483088358981
2021-11-21,442.54796683866596
2021-11-22,444.43425928765276
2021-11-23,461.835345794867
2021-11-24,475.5045669616091
2021-11-25,507.65217737199504
2021-11-26,544.4403866839777
2021-11-27,596.9358182246939
2021-11-28,641.2227735854082
2021-11-29,654.9724374529735
2021-11-30,678.6684212007464
2021-12-01,695.6109191800298
2021-12-02,709.6657722551083
2021-12-03,713.7810399978828
2021-12-04,699.979649901655
2021-12-05,704.8775625686909
2021-12-06,684.7349352315282
2021-12-07,683.9335824799264
2021-12-08,714.7345700253733
2021-12-09,739.4914072816565
2021-12-10,756.7622805923587
2021-12-11,778.5094844893684
2021-12-12,797.8795677855961
2021-12-13,778.853679124666
2021-12-14,770.3533793758209
2021-12-15,751.060105148154
2021-12-16,737.5171968119325
2021-12-17,757.4433579743052
2021-12-18,769.6915045201663
2021-12-19,772.086844224486
2021-12-20,737.3258920488848
2021-12-21,715.8090938800107
2021-12-22,694.2441502406954
2021-12-23,667.249608218863
2021-12-24,615.0834321352323
2021-12-25,586.657712573342
2021-12-26,564.7250887700868
2021-12-27,522.56762317451
2021-12-28,494.042220335796
2021-12-29,470.0269961823932
2021-12-30,457.72374090630524
2021-12-31,446.7543077551414
2022-01-01,447.60843167851857
2022-01-02,459.79059939870547
2022-01-03,421.8874362385125
2022-01-04,398.69359524107233
2022-01-05,383.82977472096377
